Supplemental Table 3: Known and putative novel ncNATs and their partner genes. ,,,,,,,
# Note to gene_id prefixes:,,,,,,,
# ENSG* - Ensembl/GENCODE genes,,,,,,,
# NONH* - Noncode genes,,,,,,,
# MSTRG* - Novel genes,,,,,,,
# Other - RefSeq genes,,,,,,,
,gene_id,seqnames,start,end,strand,gene_name,partners
11053,NONHSAG112590.1,chr5,40679793,40681223,-,NA,ENSG00000171522.6
11054,NONHSAG112596.1,chr5,50664906,50667817,-,NA,ENSG00000151883.19
11055,NONHSAG112613.1,chr5,65585739,65589526,-,NA,ENSG00000113593.12
11056,NONHSAG112620.1,chr5,71458584,71458808,-,NA,ENSG00000145734.19
11057,NONHSAG112658.1,chr5,108745598,108748700,-,NA,ENSG00000151422.13
11058,NONHSAG112689.1,chr5,132868238,132870068,-,NA,ENSG00000164405.11
11059,NONHSAG112730.1,chr5,148241626,148243123,-,NA,ENSG00000248109.3
11060,NONHSAG112772.1,chr5,176589978,176595467,-,NA,ENSG00000074276.10
11061,NONHSAG112773.1,chr5,176646127,176647179,-,NA,ENSG00000175766.13
11062,NONHSAG112791.1,chr5,179728087,179732573,-,NA,ENSG00000127022.16
11063,NONHSAG112796.1,chr5,181232853,181236122,-,NA,ENSG00000146063.20
11064,NONHSAG112874.1,chr6,27871888,27872154,+,NA,ENSG00000275379.2
11065,NONHSAG112888.1,chr6,30071645,30073932,+,NA,ENSG00000204618.9
11066,NONHSAG112890.1,chr6,30686772,30690270,+,NA,ENSG00000146112.12
11067,NONHSAG112890.1,chr6,30686772,30690270,+,NA,ENSG00000137404.14
11068,NONHSAG112894.1,chr6,32180977,32182327,+,NA,ENSG00000204305.15
11069,NONHSAG112895.1,chr6,32196065,32197716,+,NA,ENSG00000204301.6
11070,NONHSAG112896.1,chr6,32395326,32396867,+,NA,ENSG00000204290.10
11071,NONHSAG112905.1,chr6,34056432,34089808,+,NA,ENSG00000124493.14
11072,NONHSAG112907.1,chr6,34587294,34590773,+,NA,ENSG00000196821.10
11073,NONHSAG112925.1,chr6,41155425,41177570,+,NA,ENSG00000095970.17
11074,NONHSAG112928.1,chr6,41934065,41935329,+,NA,ENSG00000112576.13
11075,NONHSAG112932.1,chr6,43455186,43457517,+,NA,ENSG00000171462.15
11076,NONHSAG112942.1,chr6,52501226,52502860,+,NA,ENSG00000065308.5
11077,NONHSAG112943.1,chr6,52787918,52826894,+,NA,ENSG00000243955.6
11078,NONHSAG112960.1,chr6,75202280,75203543,+,NA,ENSG00000111799.22
11079,NONHSAG112976.1,chr6,85643700,85645284,+,NA,ENSG00000135316.19
11080,NONHSAG112978.1,chr6,87673493,87675509,+,NA,ENSG00000135334.9
11081,NONHSAG112986.1,chr6,97141557,97143134,+,NA,ENSG00000146263.11
11082,NONHSAG113021.1,chr6,121334537,121336041,+,NA,ENSG00000146350.14
11083,NONHSAG113039.1,chr6,136583392,136583819,+,NA,ENSG00000197442.10
11084,NONHSAG113048.1,chr6,138106558,138108659,+,NA,ENSG00000112378.12
11085,NONHSAG113130.1,chr6,5089092,5092076,-,NA,ENSG00000219607.4
11086,NONHSAG113138.1,chr6,10709765,10722945,-,NA,ENSG00000111843.14
11087,NONHSAG113138.1,chr6,10709765,10722945,-,NA,ENSG00000111845.5
11088,NONHSAG113163.1,chr6,26156263,26156621,-,NA,ENSG00000168298.7
11089,NONHSAG113165.1,chr6,26158136,26184112,-,NA,ENSG00000274290.3
11090,NONHSAG113165.1,chr6,26158136,26184112,-,NA,ENSG00000158373.8
11091,NONHSAG113169.1,chr6,26223704,26226245,-,NA,ENSG00000274750.2
11092,NONHSAG113192.1,chr6,29552595,29555287,-,NA,ENSG00000237988.5
11093,NONHSAG113203.1,chr6,31815759,31830136,-,NA,ENSG00000204389.10
11094,NONHSAG113203.1,chr6,31815759,31830136,-,NA,ENSG00000204388.7
11095,NONHSAG113211.1,chr6,32745746,32745981,-,NA,ENSG00000237541.4
11096,NONHSAG113215.1,chr6,33424132,33426547,-,NA,ENSG00000197283.17
11097,NONHSAG113219.1,chr6,34531103,34531753,-,NA,ENSG00000124507.11
11098,NONHSAG113231.1,chr6,39869886,39879254,-,NA,ENSG00000146122.17
11099,NONHSAG113239.1,chr6,43075054,43077235,-,NA,ENSG00000137171.15
11100,NONHSAG113239.1,chr6,43075054,43077235,-,NA,ENSG00000112655.16
11101,NONHSAG113240.1,chr6,43168676,43171337,-,NA,ENSG00000112658.8
11102,NONHSAG113252.1,chr6,47794560,47795327,-,NA,ENSG00000124818.15
11103,NONHSAG113261.1,chr6,52361274,52362028,-,NA,ENSG00000170915.9
11104,NONHSAG113276.1,chr6,70211009,70212873,-,NA,ENSG00000082293.13
11105,NONHSAG113278.1,chr6,72252751,72269205,-,NA,ENSG00000079841.18
11106,NONHSAG113280.1,chr6,75601053,75601769,-,NA,ENSG00000112701.18
11107,NONHSAG113294.1,chr6,80002800,80004513,-,NA,ENSG00000112742.10
11108,NONHSAG113305.1,chr6,89080716,89081021,-,NA,ENSG00000146278.11
11109,NONHSAG113308.1,chr6,96924933,96925166,-,NA,ENSG00000186231.17
11110,NONHSAG113322.1,chr6,105992700,105995042,-,NA,ENSG00000057657.17
11111,NONHSAG113323.1,chr6,106085357,106086223,-,NA,ENSG00000057657.17
11112,NONHSAG113324.1,chr6,106552833,106554172,-,NA,ENSG00000112297.18
11113,NONHSAG113325.1,chr6,106559272,106561600,-,NA,ENSG00000112297.18
11114,NONHSAG113330.1,chr6,108964997,108967193,-,NA,ENSG00000118690.13
11115,NONHSAG113334.1,chr6,110957827,110958821,-,NA,ENSG00000155115.7
11116,NONHSAG113336.1,chr6,111319038,111321958,-,NA,ENSG00000173214.7
11117,NONHSAG113345.1,chr6,122787174,122790010,-,NA,ENSG00000172594.13
11118,NONHSAG113352.1,chr6,127263386,127266793,-,NA,ENSG00000118518.16
11119,NONHSAG113362.1,chr6,136918266,136923838,-,NA,ENSG00000182747.5
11120,NONHSAG113366.1,chr6,139024857,139029043,-,NA,ENSG00000146386.8
11121,NONHSAG113379.1,chr6,147222908,147322650,-,NA,ENSG00000164506.14
11122,NONHSAG113387.1,chr6,150839632,150865601,-,NA,ENSG00000120278.16
11123,NONHSAG113417.1,chr6,157822178,157822969,-,NA,ENSG00000130340.17
11124,NONHSAG113418.1,chr6,158054948,158057499,-,NA,ENSG00000078269.15
11125,NONHSAG113419.1,chr6,158097290,158098499,-,NA,ENSG00000078269.15
11126,NONHSAG113425.1,chr6,160751985,160753895,-,NA,ENSG00000122194.19
11127,NONHSAG113433.1,chr6,167311732,167316340,-,NA,ENSG00000112494.10
11128,NONHSAG113434.1,chr6,167328067,167351492,-,NA,ENSG00000120440.15
11129,NONHSAG113445.1,chr6,170294178,170295905,-,NA,ENSG00000112584.14
11130,NONHSAG113472.1,chr7,5527240,5527807,+,NA,ENSG00000075624.17
11131,NONHSAG113489.1,chr7,23468023,23468527,+,NA,ENSG00000136231.14
11132,NONHSAG113493.1,chr7,24979557,24982438,+,NA,ENSG00000070882.13
11133,NONHSAG113494.1,chr7,25125443,25138472,+,NA,ENSG00000153790.12
11134,NONHSAG113524.1,chr7,43729597,43730766,+,NA,ENSG00000106603.19
11135,NONHSAG113529.1,chr7,44825728,44834635,+,NA,ENSG00000105968.19
11136,NONHSAG113530.1,chr7,45111816,45114766,+,NA,ENSG00000136270.14
11137,NONHSAG113532.1,chr7,47988854,47989556,+,NA,ENSG00000164744.13
11138,NONHSAG113534.1,chr7,50450436,50458514,+,NA,ENSG00000132437.18
11139,NONHSAG113534.1,chr7,50450436,50458514,+,NA,ENSG00000132436.11
11140,NONHSAG113557.1,chr7,76318249,76330301,+,NA,ENSG00000170027.7
11141,NONHSAG113566.1,chr7,88220153,88227356,+,NA,ENSG00000075142.14
11142,NONHSAG113571.1,chr7,96321540,96326789,+,NA,ENSG00000004864.14
11143,NONHSAG113575.1,chr7,99474604,99475045,+,NA,ENSG00000160908.15
11144,NONHSAG113576.1,chr7,99476694,99477001,+,NA,ENSG00000160908.15
11145,NONHSAG113578.1,chr7,99723477,99738198,+,NA,ENSG00000282301.4
11146,NONHSAG113578.1,chr7,99723477,99738198,+,NA,ENSG00000160870.15
11147,NONHSAG113580.1,chr7,99763378,99765462,+,NA,ENSG00000160868.15
11148,NONHSAG113583.1,chr7,100896051,100913051,+,NA,ENSG00000087085.16
11149,NONHSAG113585.1,chr7,101170001,101171293,+,NA,ENSG00000167011.9
11150,NONHSAG113601.1,chr7,105647743,105677369,+,NA,ENSG00000146776.15
11151,NONHSAG113608.1,chr7,112789927,112793162,+,NA,ENSG00000146802.13
11152,NONHSAG113626.1,chr7,130051436,130052996,+,NA,ENSG00000091732.17
11153,NONHSAG113639.1,chr7,140924980,141014178,+,NA,ENSG00000090263.16
11154,NONHSAG113640.1,chr7,141840791,141843618,+,NA,ENSG00000165076.14
11155,NONHSAG113645.1,chr7,144836106,144839226,+,NA,ENSG00000196511.14
11156,NONHSAG113706.1,chr7,5602963,5603378,-,NA,ENSG00000075618.18
11157,NONHSAG113723.1,chr7,17229629,17234554,-,NA,ENSG00000106546.14
11158,NONHSAG113737.1,chr7,26186303,26189541,-,NA,ENSG00000050344.9
11159,NONHSAG113747.1,chr7,32955960,32957832,-,NA,ENSG00000122642.11
11160,NONHSAG113762.1,chr7,40098288,40098727,-,NA,ENSG00000065883.16
11161,NONHSAG113767.1,chr7,43617440,43618432,-,NA,ENSG00000164543.7
11162,NONHSAG113768.1,chr7,43629534,43630287,-,NA,ENSG00000164543.7
11163,NONHSAG113771.1,chr7,44008120,44008401,-,NA,ENSG00000136206.4
11164,NONHSAG113775.1,chr7,45570811,45574319,-,NA,ENSG00000164742.16
11165,NONHSAG113783.1,chr7,55357270,55366280,-,NA,ENSG00000132434.10
11166,NONHSAG113810.1,chr7,67285575,67286710,-,NA,ENSG00000230358.4
11167,NONHSAG113815.1,chr7,74218579,74220756,-,NA,ENSG00000086730.17
11168,NONHSAG113816.1,chr7,74228973,74231304,-,NA,ENSG00000086730.17
11169,NONHSAG113819.1,chr7,75838315,75842930,-,NA,ENSG00000005486.17
11170,NONHSAG113834.1,chr7,92085182,92085599,-,NA,ENSG00000127914.19
11171,NONHSAG113841.1,chr7,94418419,94431219,-,NA,ENSG00000164692.18
11172,NONHSAG113842.1,chr7,94508654,94510219,-,NA,ENSG00000127995.17
11173,NONHSAG113853.1,chr7,100220570,100222235,-,NA,ENSG00000066923.18
11174,NONHSAG113853.1,chr7,100220570,100222235,-,NA,ENSG00000213413.2
11175,NONHSAG113858.1,chr7,101127190,101130513,-,NA,ENSG00000106366.9
11176,NONHSAG113859.1,chr7,101137922,101138272,-,NA,ENSG00000106366.9
11177,NONHSAG113883.1,chr7,116559645,116560189,-,NA,ENSG00000105974.13
11178,NONHSAG113896.1,chr7,129430041,129434247,-,NA,ENSG00000158467.16
11179,NONHSAG113899.1,chr7,130353951,130369500,-,NA,ENSG00000158525.16
11180,NONHSAG113916.1,chr7,143348112,143353126,-,NA,ENSG00000188037.13
11181,NONHSAG113937.1,chr7,151051572,151053672,-,NA,ENSG00000213199.8
11182,NONHSAG113950.1,chr7,156949820,156950614,-,NA,ENSG00000146909.8
11183,NONHSAG113994.1,chr8,15237080,15238534,+,NA,ENSG00000185053.14
11184,NONHSAG114011.1,chr8,19405197,19406392,+,NA,ENSG00000147408.14
11185,NONHSAG114017.1,chr8,22750498,22751538,+,NA,ENSG00000134020.8
11186,NONHSAG114020.1,chr8,23355542,23360018,+,NA,ENSG00000134013.16
11187,NONHSAG114021.1,chr8,23854539,23854779,+,NA,ENSG00000159167.12
11188,NONHSAG114034.1,chr8,28348452,28349529,+,NA,ENSG00000214050.8
11189,NONHSAG114034.1,chr8,28348452,28349529,+,NA,ENSG00000186918.14
11190,NONHSAG114058.1,chr8,42174298,42177114,+,NA,ENSG00000104368.19
11191,NONHSAG114059.1,chr8,42373813,42374687,+,NA,ENSG00000104371.5
11192,NONHSAG114060.1,chr8,42790195,42800019,+,NA,ENSG00000147434.9
11193,NONHSAG114065.1,chr8,48918641,48918976,+,NA,ENSG00000019549.13
11194,NONHSAG114078.1,chr8,58595000,58596104,+,NA,ENSG00000035681.9
11195,NONHSAG114079.1,chr8,58658679,58662100,+,NA,ENSG00000035681.9
11196,NONHSAG114121.1,chr8,100335699,100346709,+,NA,ENSG00000034677.13
11197,NONHSAG114130.1,chr8,107249055,107255485,+,NA,ENSG00000154188.10
11198,NONHSAG114140.1,chr8,115576608,115587053,+,NA,ENSG00000104447.13
11199,NONHSAG114142.1,chr8,116755955,116757108,+,NA,ENSG00000147677.11
11200,NONHSAG114184.1,chr8,141001446,141003756,+,NA,ENSG00000169398.19
11201,NONHSAG114187.1,chr8,142777643,142778224,+,NA,ENSG00000180155.20
11202,NONHSAG114187.1,chr8,142777643,142778224,+,NA,ENSG00000284505.1
11203,NONHSAG114205.1,chr8,144792564,144796710,+,NA,ENSG00000161016.18
11204,NONHSAG114253.1,chr8,18400411,18402164,-,NA,ENSG00000156006.5
11205,NONHSAG114261.1,chr8,22103254,22105132,-,NA,ENSG00000158863.22
11206,NONHSAG114262.1,chr8,22439500,22440959,-,NA,ENSG00000120910.15
11207,NONHSAG114279.1,chr8,38099729,38105777,-,NA,ENSG00000129691.16
11208,NONHSAG114280.1,chr8,38385042,38386346,-,NA,ENSG00000165046.13
11209,NONHSAG114344.1,chr8,94716413,94720288,-,NA,ENSG00000156162.16
11210,NONHSAG114356.1,chr8,99870651,99872937,-,NA,ENSG00000132549.19
11211,NONHSAG114365.1,chr8,101668593,101670299,-,NA,ENSG00000083307.12
11212,NONHSAG114375.1,chr8,106590592,106590821,-,NA,ENSG00000164830.19
11213,NONHSAG114404.1,chr8,127737776,127738352,-,NA,ENSG00000136997.21
11214,NONHSAG114405.1,chr8,127740505,127740719,-,NA,ENSG00000136997.21
11215,NONHSAG114417.1,chr8,131904143,131904448,-,NA,ENSG00000132294.15
11216,NONHSAG114442.1,chr8,143294800,143299373,-,NA,ENSG00000185730.8
11217,NONHSAG114446.1,chr8,143381818,143383622,-,NA,ENSG00000158106.14
11218,NONHSAG114447.1,chr8,143710841,143711483,-,NA,ENSG00000181135.16
11219,NONHSAG114450.1,chr8,144311154,144311374,-,NA,ENSG00000185122.11
11220,NONHSAG114459.1,chr9,114457,116724,+,NA,ENSG00000170122.6
11221,NONHSAG114473.1,chr9,15307016,15308263,+,NA,ENSG00000155158.20
11222,NONHSAG114489.1,chr9,25677228,25685875,+,NA,ENSG00000198680.5
11223,NONHSAG114499.1,chr9,34727757,34730179,+,NA,ENSG00000205108.6
11224,NONHSAG114538.1,chr9,65281228,65282139,+,NA,ENSG00000204779.2
11225,NONHSAG114548.1,chr9,68531135,68539739,+,NA,ENSG00000181778.5
11226,NONHSAG114565.1,chr9,76654909,76668907,+,NA,ENSG00000106772.18
11227,NONHSAG114566.1,chr9,77647397,77649537,+,NA,ENSG00000156049.7
11228,NONHSAG114574.1,chr9,83956783,83957780,+,NA,ENSG00000165118.15
11229,NONHSAG114581.1,chr9,86282918,86284395,+,NA,ENSG00000135070.15
11230,NONHSAG114588.1,chr9,89007480,89008099,+,NA,ENSG00000148082.10
11231,NONHSAG114590.1,chr9,89360838,89367112,+,NA,ENSG00000187764.12
11232,NONHSAG114600.1,chr9,94639729,94640159,+,NA,ENSG00000165140.11
11233,NONHSAG114613.1,chr9,96383756,96402421,+,NA,ENSG00000165244.7
11234,NONHSAG114615.1,chr9,96654647,96654861,+,NA,ENSG00000158122.12
11235,NONHSAG114617.1,chr9,97922331,97922586,+,NA,ENSG00000136932.14
11236,NONHSAG114624.1,chr9,99979674,99980078,+,NA,ENSG00000023318.8
11237,NONHSAG114638.1,chr9,111691481,111694460,+,NA,ENSG00000165181.16
11238,NONHSAG114642.1,chr9,113188173,113188690,+,NA,ENSG00000119321.9
11239,NONHSAG114649.1,chr9,115073626,115073843,+,NA,ENSG00000041982.16
11240,NONHSAG114653.1,chr9,120771233,120771694,+,NA,ENSG00000119402.17
11241,NONHSAG114655.1,chr9,120855361,120858290,+,NA,ENSG00000119403.15
11242,NONHSAG114656.1,chr9,120862609,120864038,+,NA,ENSG00000119403.15
11243,NONHSAG114660.1,chr9,123109507,123116718,+,NA,ENSG00000165209.19
11244,NONHSAG114664.1,chr9,124941178,124952863,+,NA,ENSG00000173611.18
11245,NONHSAG114664.1,chr9,124941178,124952863,+,NA,ENSG00000136935.14
11246,NONHSAG114674.1,chr9,128191816,128192498,+,NA,ENSG00000148337.21
11247,NONHSAG114684.1,chr9,130896564,130897241,+,NA,ENSG00000188710.3
11248,NONHSAG114691.1,chr9,131621897,131622567,+,NA,ENSG00000107263.18
11249,NONHSAG114693.1,chr9,133110321,133110661,+,NA,ENSG00000160271.16
11250,NONHSAG114695.1,chr9,133363466,133363964,+,NA,ENSG00000148248.14
11251,NONHSAG114710.1,chr9,2010061,2015073,-,NA,ENSG00000080503.24
11252,NONHSAG114743.1,chr9,18472261,18473869,-,NA,ENSG00000178031.18
11253,NONHSAG114768.1,chr9,37858507,37858975,-,NA,ENSG00000122741.16
11254,NONHSAG114769.1,chr9,37860092,37860436,-,NA,ENSG00000122741.16
11255,NONHSAG114819.1,chr9,88988147,88991331,-,NA,ENSG00000213694.6
11256,NONHSAG114840.1,chr9,95004399,95006030,-,NA,ENSG00000148120.17
11257,NONHSAG114847.1,chr9,96929022,96930034,-,NA,ENSG00000188152.13
11258,NONHSAG114848.1,chr9,96930564,96930865,-,NA,ENSG00000188152.13
11259,NONHSAG114858.1,chr9,99962395,99967984,-,NA,ENSG00000136874.11
11260,NONHSAG114869.1,chr9,105693392,105695173,-,NA,ENSG00000095209.12
11261,NONHSAG114885.1,chr9,114167933,114169318,-,NA,ENSG00000196739.15
11262,NONHSAG114890.1,chr9,116363332,116420480,-,NA,ENSG00000182752.10
11263,NONHSAG114913.1,chr9,128683126,128683606,-,NA,ENSG00000119335.17
11264,NONHSAG114931.1,chr9,133403419,133404959,-,NA,ENSG00000198870.8
11265,NONHSAG114944.1,chr9,137205957,137209876,-,NA,ENSG00000188566.14
11266,NONHSAG114945.1,chr9,137234116,137240803,-,NA,ENSG00000198569.10
11267,NONHSAG114946.1,chr9,137241674,137242815,-,NA,ENSG00000188229.6
11268,NONHSAG114963.1,chrX,11665840,11668372,+,NA,ENSG00000047648.23
11269,NONHSAG114970.1,chrX,19010504,19011132,+,NA,ENSG00000173698.18
11270,NONHSAG114977.1,chrX,23699306,23701933,+,NA,ENSG00000123130.17
11271,NONHSAG114980.1,chrX,24025739,24027160,+,NA,ENSG00000174010.9
11272,NONHSAG115004.1,chrX,48919306,48922322,+,NA,ENSG00000068308.14
11273,NONHSAG115009.1,chrX,54044053,54045226,+,NA,ENSG00000172943.20
11274,NONHSAG115010.1,chrX,54182525,54197953,+,NA,ENSG00000184083.12
11275,NONHSAG115010.1,chrX,54182525,54197953,+,NA,ENSG00000196632.10
11276,NONHSAG115011.1,chrX,54358255,54359682,+,NA,ENSG00000196632.10
11277,NONHSAG115026.1,chrX,71103822,71105242,+,NA,ENSG00000204165.6
11278,NONHSAG115027.1,chrX,71111701,71112344,+,NA,ENSG00000147168.13
11279,NONHSAG115037.1,chrX,78130371,78132441,+,NA,ENSG00000187325.5
11280,NONHSAG115096.1,chrX,154487312,154489037,+,NA,ENSG00000126903.16
11281,NONHSAG115107.1,chrX,9714397,9721774,-,NA,ENSG00000101849.17
11282,NONHSAG115110.1,chrX,14690077,14752616,-,NA,ENSG00000101958.14
11283,NONHSAG115114.1,chrX,17635512,17737080,-,NA,ENSG00000188158.16
11284,NONHSAG115117.1,chrX,22124282,22134848,-,NA,ENSG00000102174.9
11285,NONHSAG115150.1,chrX,53170704,53173998,-,NA,ENSG00000232593.7
11286,NONHSAG115164.1,chrX,65575489,65595520,-,NA,ENSG00000147065.17
11287,NONHSAG115168.1,chrX,68497290,68498970,-,NA,ENSG00000181704.12
11288,NONHSAG115170.1,chrX,70274126,70280806,-,NA,ENSG00000120500.18
11289,NONHSAG115171.1,chrX,70281390,70282202,-,NA,ENSG00000120500.18
11290,NONHSAG115171.1,chrX,70281390,70282202,-,NA,ENSG00000147127.8
11291,NONHSAG115172.1,chrX,70283387,70285954,-,NA,ENSG00000147127.8
11292,NONHSAG115174.1,chrX,70430037,70430836,-,NA,ENSG00000130055.14
11293,NONHSAG115175.1,chrX,70431754,70432801,-,NA,ENSG00000130055.14
11294,NONHSAG115203.1,chrX,114461799,114584807,-,NA,ENSG00000147246.10
11295,NONHSAG115206.1,chrX,118723252,118727268,-,NA,ENSG00000131724.11
11296,NONHSAG115239.1,chrX,136492156,136497474,-,NA,ENSG00000102241.12
11297,NONHSAG115239.1,chrX,136492156,136497474,-,NA,ENSG00000102239.5
11298,LOC124903821,chr1,1624757,1631786,-,NA,ENSG00000197530.12
11299,LOC112268218,chr1,1745819,1751742,+,NA,ENSG00000008130.15
11300,LOC107984904,chr1,2771826,2772891,+,NA,ENSG00000215912.12
11301,LOC107984912,chr1,6567548,6579433,-,NA,ENSG00000173662.21
11302,LOC124903839,chr1,9718103,9718736,-,NA,ENSG00000171608.16
11303,LOC105376717,chr1,9850665,9855492,+,NA,ENSG00000178585.15
11304,LOC124903845,chr1,12356724,12368869,-,NA,ENSG00000048707.15
11305,LOC124903853,chr1,15287356,15291933,-,NA,ENSG00000142621.19
11306,LOC105376767,chr1,15463515,15467505,-,NA,ENSG00000142615.8
11307,LOC105376767,chr1,15463515,15467505,-,NA,ENSG00000215704.10
11308,LOC124903866,chr1,18902113,18903371,+,NA,ENSG00000159423.17
11309,LOC124903867,chr1,19288060,19305348,+,NA,ENSG00000162482.5
11310,LOC124903867,chr1,19288060,19305348,+,NA,ENSG00000053371.13
11311,LOC105376818,chr1,19509890,19512483,-,NA,ENSG00000173436.15
11312,LOC105376823,chr1,19860211,19889164,-,NA,ENSG00000169914.6
11313,LOC105376830,chr1,20903705,20919273,+,NA,ENSG00000075151.22
11314,LOC124903875,chr1,23424866,23428983,+,NA,ENSG00000088280.19
11315,LOC101928163,chr1,23521930,23528419,+,NA,ENSG00000007968.7
11316,LOC124903876,chr1,23539883,23573700,+,NA,ENSG00000117318.9
11317,LOC105376860,chr1,23790614,23793532,-,NA,ENSG00000011009.11
11318,LOC124903877,chr1,23948809,23958114,-,NA,ENSG00000189266.13
11319,LOC124903878,chr1,24096046,24097974,+,NA,ENSG00000142661.19
11320,LOC105376864,chr1,24098706,24103931,+,NA,ENSG00000142661.19
11321,LOC124903879,chr1,24151434,24160458,+,NA,ENSG00000185436.12
11322,LOC105376882,chr1,25269459,25274624,-,NA,ENSG00000187010.21
11323,LOC105376885,chr1,25906550,25908243,+,NA,ENSG00000117632.23
11324,LOC124903892,chr1,31374299,31377487,+,NA,ENSG00000121769.8
11325,LOC124903900,chr1,31426410,31471476,-,NA,ENSG00000168528.12
11326,LOC124903949,chr1,32335377,32349099,+,NA,ENSG00000175130.7
11327,LOC105378629,chr1,32343136,32351864,-,NA,ENSG00000162526.7
11328,LOC124903976,chr1,33790991,33805304,+,NA,ENSG00000121904.17
11329,LOC107984940,chr1,36435799,36449565,+,NA,ENSG00000116885.18
11330,LOC105378649,chr1,37531023,37538736,+,NA,ENSG00000163877.11
11331,LOC105378651,chr1,37932050,37945801,+,NA,ENSG00000204084.13
11332,LOC124904101,chr1,39486956,39491548,-,NA,ENSG00000127603.30
11333,LOC105378669,chr1,40013905,40040446,-,NA,ENSG00000131236.18
11334,LOC107984946,chr1,42788321,42793669,-,NA,ENSG00000283580.3
11335,LOC107984946,chr1,42788321,42793669,-,NA,ENSG00000274386.5
11336,LOC124904164,chr1,43237346,43247877,-,NA,ENSG00000243710.8
11337,LOC105378690,chr1,44688314,44724828,-,NA,ENSG00000198520.12
11338,LOC107984952,chr1,44820479,44821994,+,NA,ENSG00000117425.14
11339,LOC105378694,chr1,45867884,45909234,-,NA,ENSG00000086015.22
11340,LOC124904175,chr1,48470370,48482612,+,NA,ENSG00000132122.12
11341,LOC124904177,chr1,51294506,51301216,+,NA,ENSG00000085831.16
11342,LOC105378719,chr1,51610983,51622544,-,NA,ENSG00000117859.19
11343,LOC124904178,chr1,52628721,52633455,-,NA,ENSG00000182183.15
11344,LOC105378748,chr1,57016534,57049270,+,NA,ENSG00000173406.16
11345,LOC105378781,chr1,67754748,67783469,+,NA,ENSG00000172380.6
11346,LOC124904198,chr1,68420051,68451523,+,NA,ENSG00000116745.7
11347,LOC124904199,chr1,69758304,69760808,-,NA,ENSG00000033122.21
11348,LOC102724572,chr1,70812474,70855314,+,NA,ENSG00000050628.20
11349,LOC107984997,chr1,78125980,78146599,-,NA,ENSG00000137960.6
11350,LOC105378810,chr1,79267828,79404247,+,NA,ENSG00000162618.15
11351,LOC124904210,chr1,86475896,86527596,-,NA,ENSG00000016490.16
11352,LOC105378841,chr1,89041743,89099485,+,NA,ENSG00000117228.11
11353,LOC112268267,chr1,89117778,89125231,+,NA,ENSG00000162645.13
11354,LOC102723436,chr1,91518533,91569513,-,NA,ENSG00000097046.13
11355,LOC124904218,chr1,92021926,92030387,-,NA,ENSG00000172031.7
11356,LOC107985521,chr1,93220467,93225691,-,NA,ENSG00000122483.17
11357,LOC124904222,chr1,94070359,94085434,+,NA,ENSG00000198691.13
11358,LOC105378867,chr1,97337659,97386009,+,NA,ENSG00000188641.14
11359,LOC124904230,chr1,99913197,100038008,-,NA,ENSG00000162688.17
11360,LOC124904230,chr1,99913197,100038008,-,NA,ENSG00000117620.15
11361,LOC124904230,chr1,99913197,100038008,-,NA,ENSG00000283761.1
11362,LOC105378891,chr1,108813590,108837208,+,NA,ENSG00000162641.20
11363,LOC124904309,chr1,111414812,111419728,+,NA,ENSG00000085465.13
11364,LOC124904312,chr1,111787103,111796102,+,NA,ENSG00000171385.10
11365,LOC124904342,chr1,112896170,112912466,+,NA,ENSG00000155380.13
11366,LOC105378914,chr1,114581843,114587619,+,NA,ENSG00000175984.15
11367,LOC124904354,chr1,114670411,114670954,+,NA,ENSG00000175984.15
11368,LOC101928977,chr1,115922573,115977276,-,NA,ENSG00000163393.13
11369,LOC105378918,chr1,116121320,116124161,-,NA,ENSG00000173212.4
11370,LOC124904385,chr1,116570975,116574750,+,NA,ENSG00000116815.16
11371,LOC124904385,chr1,116570975,116574750,+,NA,ENSG00000143061.18
11372,LOC124904386,chr1,117018093,117022001,-,NA,ENSG00000134256.12
11373,LOC124904412,chr1,149895376,149899548,-,NA,ENSG00000178096.9
11374,LOC107985203,chr1,150579830,150604284,+,NA,ENSG00000143420.19
11375,LOC107985204,chr1,150878168,150926341,-,NA,ENSG00000143379.12
11376,LOC107985204,chr1,150878168,150926341,-,NA,ENSG00000283324.1
11377,LOC124904419,chr1,151198107,151198525,-,NA,ENSG00000143398.20
11378,LOC101928034,chr1,153545742,153551769,+,NA,ENSG00000188015.10
11379,LOC101928034,chr1,153545742,153551769,+,NA,ENSG00000196154.12
11380,LOC124904427,chr1,154627956,154632396,+,NA,ENSG00000160710.18
11381,LOC105371464,chr1,159800481,159807030,-,NA,ENSG00000181036.14
11382,LOC124904434,chr1,159890212,159893226,+,NA,ENSG00000213085.10
11383,LOC124904437,chr1,159923878,159926940,+,NA,ENSG00000158710.15
11384,LOC124904438,chr1,159941369,159953662,+,NA,ENSG00000085552.17
11385,LOC124904438,chr1,159941369,159953662,+,NA,ENSG00000162723.10
11386,LOC107985219,chr1,160284365,160292826,+,NA,ENSG00000162735.19
11387,LOC107985219,chr1,160284365,160292826,+,NA,ENSG00000122218.16
11388,LOC105371466,chr1,160377415,160408255,-,NA,ENSG00000162738.6
11389,LOC107985220,chr1,160647009,160659876,+,NA,ENSG00000117090.15
11390,LOC124904440,chr1,160734032,160739159,-,NA,ENSG00000026751.17
