Supplemental Table 9: Dysregulated ncNATs in cancer cohorts (1 marks dysreguated genes in a tissue).,,,,,,,,,
,Liver,Lung,Thyroid Gland,Prostate,Breast,Brain,Bladder,Kidney,Colon
NONHSAG006748.2,0,0,0,0,0,0,0,0,0
NONHSAG006856.2,0,0,0,0,0,0,0,0,0
NONHSAG006862.2,0,0,0,0,0,0,0,0,0
NONHSAG006906.2,0,0,0,0,0,0,0,0,1
NONHSAG006911.3,0,1,0,1,1,0,1,0,0
NONHSAG006970.2,0,0,0,0,0,0,0,0,0
NONHSAG006987.2,0,0,1,0,0,1,0,0,0
NONHSAG007009.2,0,0,0,0,0,0,0,0,0
NONHSAG007074.2,0,0,0,0,0,0,0,0,0
NONHSAG007076.2,0,0,0,0,0,0,0,0,0
NONHSAG007148.3,1,1,0,0,0,0,0,0,0
NONHSAG007294.2,0,0,0,0,0,0,0,1,1
NONHSAG007366.3,0,0,0,0,1,0,1,1,1
NONHSAG007414.2,1,0,0,0,0,0,0,0,0
NONHSAG007437.2,0,0,0,0,1,0,1,0,0
NONHSAG007441.2,0,0,0,0,0,0,0,0,0
NONHSAG007470.2,0,1,0,0,1,0,0,1,1
NONHSAG007490.2,0,0,0,0,0,0,0,0,0
NONHSAG007535.2,0,0,0,0,0,0,0,0,0
NONHSAG007584.2,0,0,0,0,1,1,0,0,0
NONHSAG007601.2,0,0,0,0,0,0,0,0,0
NONHSAG007683.3,0,1,0,0,1,0,0,1,0
NONHSAG007698.2,0,0,0,0,0,0,0,1,1
NONHSAG007781.2,0,0,0,0,0,0,0,0,0
NONHSAG007807.3,0,1,1,0,0,0,0,1,0
NONHSAG007811.2,0,0,0,0,0,0,0,0,0
NONHSAG007967.2,0,0,0,0,0,0,0,0,0
NONHSAG008011.2,0,0,0,0,0,0,0,0,0
NONHSAG008029.3,0,0,0,0,0,0,0,0,0
NONHSAG008151.2,0,1,0,0,0,0,0,0,0
NONHSAG008162.2,0,0,0,0,0,0,0,0,0
NONHSAG008211.2,0,0,0,0,0,0,0,0,0
NONHSAG008214.2,0,1,1,0,1,0,0,0,1
NONHSAG008235.2,0,0,0,0,1,0,1,1,0
NONHSAG008239.2,0,0,0,0,0,0,0,0,0
NONHSAG008355.3,0,0,0,0,0,1,1,1,1
NONHSAG008498.2,0,0,0,0,1,0,1,0,0
NONHSAG008499.2,0,0,0,0,0,0,1,0,0
NONHSAG008628.2,0,0,0,0,0,0,0,0,0
NONHSAG008730.2,0,0,0,0,0,0,0,0,0
NONHSAG008759.3,0,0,0,0,0,0,0,0,0
NONHSAG008765.2,1,0,0,0,0,0,0,1,0
NONHSAG008786.2,0,0,0,0,0,0,0,0,0
NONHSAG008820.2,0,0,0,0,0,0,0,0,0
NONHSAG008926.2,0,0,0,0,0,0,0,0,0
NONHSAG008956.2,0,0,0,0,0,0,0,0,0
NONHSAG008994.2,0,0,0,0,0,0,0,0,0
NONHSAG009077.2,0,0,0,0,0,0,0,0,0
NONHSAG009101.2,0,0,0,0,0,0,0,0,0
NONHSAG009108.2,1,0,1,0,1,0,1,0,1
NONHSAG009148.2,0,0,0,0,0,0,0,0,0
NONHSAG009159.2,0,1,0,0,0,0,0,0,1
NONHSAG009267.2,0,0,0,0,0,0,0,1,0
NONHSAG009395.3,0,0,0,0,0,0,0,1,0
NONHSAG009473.2,0,0,0,0,0,0,0,0,0
NONHSAG009721.2,0,0,0,0,0,1,0,0,0
NONHSAG009730.2,1,0,0,0,1,0,1,1,0
NONHSAG009742.2,1,1,0,0,0,0,1,0,0
NONHSAG009764.2,0,0,0,0,0,0,0,0,0
NONHSAG009786.2,0,0,0,0,0,0,1,0,0
NONHSAG009819.2,0,0,0,0,0,0,0,0,0
NONHSAG009823.2,0,0,0,0,0,0,0,1,1
NONHSAG009847.2,0,0,0,0,0,0,1,0,0
NONHSAG009915.2,0,0,0,0,0,0,0,0,0
NONHSAG009916.2,0,0,0,0,0,0,0,0,0
NONHSAG010032.2,0,1,0,0,1,0,0,0,1
NONHSAG010105.2,0,1,0,0,1,0,1,1,0
NONHSAG010205.2,0,0,0,0,0,0,0,0,0
NONHSAG010339.2,0,0,0,0,0,0,0,0,0
NONHSAG010357.2,0,0,0,0,0,0,0,0,0
NONHSAG010377.2,1,0,0,0,0,1,0,0,0
NONHSAG010472.2,0,0,0,0,0,0,0,1,0
NONHSAG010521.2,0,0,0,0,0,1,0,0,0
NONHSAG010538.2,0,0,0,0,0,0,0,0,0
NONHSAG010659.2,0,1,0,0,1,0,1,0,0
NONHSAG010904.2,0,0,0,0,0,0,0,0,0
NONHSAG010982.2,0,0,0,0,0,0,0,0,0
NONHSAG011023.2,0,0,0,0,0,1,0,1,0
NONHSAG011073.2,0,0,0,0,0,0,0,0,0
NONHSAG011077.2,0,0,0,0,0,0,0,0,0
NONHSAG011128.2,0,0,0,0,0,0,1,0,0
NONHSAG011144.3,0,0,0,0,0,0,0,0,0
NONHSAG011174.2,0,1,0,0,0,0,1,0,0
NONHSAG011253.2,0,0,0,0,0,0,0,0,0
NONHSAG011333.2,0,0,0,0,0,0,0,0,0
NONHSAG011382.3,0,0,0,1,0,0,0,0,0
NONHSAG011406.2,1,0,1,0,0,0,0,0,0
NONHSAG011562.2,0,0,1,0,0,0,0,1,0
NONHSAG011692.2,0,0,0,0,0,0,0,0,0
NONHSAG011752.2,0,0,0,0,1,0,1,0,0
NONHSAG011975.2,0,0,0,0,1,0,1,0,0
NONHSAG011990.2,0,0,0,0,0,0,0,0,0
NONHSAG012029.2,0,0,0,0,0,0,0,0,0
NONHSAG012082.3,0,0,1,0,1,0,1,1,0
NONHSAG012113.2,0,0,0,0,0,0,0,0,0
NONHSAG012174.2,0,0,0,0,0,0,1,0,0
NONHSAG012223.2,0,0,0,0,1,0,1,0,0
NONHSAG012232.2,0,0,0,0,0,0,0,0,0
NONHSAG012317.2,0,0,1,0,0,0,0,0,0
NONHSAG012439.2,0,0,1,0,1,0,0,0,0
NONHSAG012456.2,0,0,0,0,0,0,0,0,0
NONHSAG012636.2,0,0,0,0,0,0,0,0,0
NONHSAG012652.2,0,0,0,0,0,0,0,0,0
NONHSAG012766.2,0,0,1,0,0,0,0,0,0
NONHSAG012842.2,0,0,0,0,0,0,0,0,0
NONHSAG012900.2,0,0,0,0,0,0,0,0,0
NONHSAG012931.2,0,0,0,0,0,0,0,0,0
NONHSAG012954.2,0,0,0,0,0,0,0,0,0
NONHSAG012957.2,0,0,0,0,0,0,0,0,0
NONHSAG012958.2,0,0,0,0,0,0,1,0,0
NONHSAG013081.2,0,0,0,0,0,0,0,0,1
NONHSAG013102.2,0,0,0,0,0,0,0,0,0
NONHSAG013180.2,0,0,0,0,0,0,1,0,0
NONHSAG013191.2,0,0,1,0,1,0,0,1,1
NONHSAG013291.2,0,0,0,0,0,0,0,0,0
NONHSAG013322.3,0,0,0,0,0,0,1,0,0
NONHSAG013331.2,0,0,0,0,0,0,0,0,0
NONHSAG013404.2,0,0,0,0,0,0,0,0,0
NONHSAG013452.2,1,0,0,0,0,0,0,1,0
NONHSAG013482.2,0,0,0,0,0,0,0,0,0
NONHSAG013492.3,0,0,0,0,0,0,0,1,0
NONHSAG013565.2,0,0,0,0,0,0,0,0,0
NONHSAG013578.2,0,0,0,0,1,0,0,0,0
NONHSAG013739.3,0,0,0,0,1,0,0,1,0
NONHSAG013789.2,1,1,0,0,0,0,0,0,1
NONHSAG013810.2,0,0,0,0,0,0,0,0,0
NONHSAG013843.2,0,0,0,0,0,0,0,0,0
NONHSAG014009.2,0,0,0,0,0,0,0,0,0
NONHSAG014050.2,0,0,0,0,0,0,0,0,1
NONHSAG014188.2,0,0,0,0,0,0,0,0,0
NONHSAG014270.2,0,0,0,0,0,0,0,0,0
NONHSAG014299.2,0,0,0,0,0,0,0,0,0
NONHSAG014396.2,1,0,0,0,0,0,1,0,0
NONHSAG014402.2,1,1,0,0,1,0,0,0,0
NONHSAG014406.2,0,0,0,0,1,1,0,0,0
NONHSAG014519.2,1,0,0,0,0,0,0,1,0
NONHSAG014542.2,0,0,0,0,0,0,0,0,0
NONHSAG014546.2,0,0,0,0,0,0,0,0,0
NONHSAG014708.2,0,0,0,0,0,0,0,0,0
NONHSAG014911.2,0,0,0,0,0,0,0,1,0
NONHSAG014929.3,0,0,0,0,1,1,0,0,0
NONHSAG014959.2,1,0,0,0,1,0,1,0,0
NONHSAG015062.2,0,0,0,0,0,0,0,0,0
NONHSAG015108.3,1,1,0,0,0,0,0,0,0
NONHSAG015118.2,0,0,0,0,0,0,1,0,0
NONHSAG015208.2,0,0,0,0,0,0,0,0,0
NONHSAG015223.2,0,0,1,1,0,0,0,0,0
NONHSAG015362.2,0,0,0,0,0,0,0,0,0
NONHSAG015431.2,0,0,0,0,0,0,1,0,0
NONHSAG015462.2,0,0,0,0,0,0,0,1,0
NONHSAG015485.2,1,0,0,0,1,0,1,0,0
NONHSAG015509.2,0,0,0,0,0,0,0,0,0
NONHSAG015551.2,0,0,0,0,0,0,0,0,0
NONHSAG015698.3,0,0,0,0,0,0,0,0,0
NONHSAG015796.2,0,0,0,0,0,0,0,0,0
NONHSAG015810.2,0,0,0,0,0,0,0,0,1
NONHSAG015819.2,0,0,0,0,0,0,0,0,0
NONHSAG015889.2,0,0,0,0,0,0,0,0,0
NONHSAG015993.2,0,0,0,0,0,0,0,0,0
NONHSAG016058.2,0,0,0,0,0,0,0,0,0
NONHSAG016278.2,0,0,0,0,0,1,0,0,0
NONHSAG016315.2,0,0,0,0,0,0,0,0,0
NONHSAG016380.2,0,0,0,0,1,0,0,0,0
NONHSAG016451.2,0,0,0,0,0,0,0,0,0
NONHSAG016463.2,0,0,0,0,0,0,0,0,0
NONHSAG016474.2,0,0,0,0,0,0,0,0,1
NONHSAG016487.2,0,0,0,0,0,0,0,0,0
NONHSAG016633.3,0,0,1,0,0,1,0,0,0
NONHSAG016730.2,0,0,0,0,0,0,0,0,0
NONHSAG016779.2,0,0,0,0,0,0,0,0,0
NONHSAG016788.2,0,0,0,0,0,0,0,1,0
NONHSAG016910.2,1,0,0,0,0,0,1,0,0
NONHSAG016927.2,0,0,0,0,0,0,1,0,0
NONHSAG016937.2,0,0,0,0,0,0,0,1,0
NONHSAG016976.2,0,0,0,0,1,0,1,0,0
NONHSAG017323.2,0,0,0,0,0,0,0,0,0
NONHSAG017375.2,0,0,0,0,0,0,0,0,0
NONHSAG017424.2,0,0,0,0,0,0,0,0,0
NONHSAG017475.3,0,0,0,0,0,0,0,0,0
NONHSAG017565.2,0,0,0,0,0,0,0,0,0
NONHSAG017570.2,0,0,0,0,0,0,0,0,0
NONHSAG017611.2,0,0,0,0,0,0,0,1,0
NONHSAG017676.2,0,0,0,0,0,0,0,0,0
NONHSAG017756.2,0,0,0,0,0,0,0,0,0
NONHSAG017801.2,1,0,0,0,1,0,0,1,0
NONHSAG017890.2,0,0,0,0,0,0,0,0,0
NONHSAG017899.3,0,0,0,0,0,0,0,0,0
NONHSAG017919.2,0,0,0,1,0,0,0,0,0
NONHSAG017927.2,0,0,0,0,1,0,0,0,0
NONHSAG017955.2,0,0,0,0,0,0,0,0,0
NONHSAG018062.2,0,0,0,0,1,0,1,0,1
NONHSAG018150.2,0,0,0,0,0,0,0,0,0
NONHSAG018154.2,0,0,0,0,0,0,0,0,0
NONHSAG018182.2,0,0,0,0,0,0,0,0,0
NONHSAG018186.3,0,0,0,0,0,0,0,0,0
NONHSAG018197.2,0,0,0,0,0,0,1,0,0
NONHSAG018276.2,0,0,0,1,1,0,0,1,0
NONHSAG018280.2,0,0,0,0,0,0,0,0,0
NONHSAG018300.2,1,0,0,0,0,0,1,0,0
NONHSAG018412.3,0,0,0,0,0,0,0,0,0
NONHSAG018416.2,0,0,0,0,0,0,0,0,0
NONHSAG018421.2,0,0,0,0,1,0,1,0,0
NONHSAG018460.2,0,0,0,0,0,0,0,1,0
NONHSAG018870.2,0,0,0,0,0,0,0,0,0
NONHSAG018902.2,0,0,0,0,0,0,0,0,0
NONHSAG018919.2,0,0,0,0,0,0,0,0,0
NONHSAG018975.2,0,0,0,0,0,0,0,0,0
NONHSAG018987.2,0,0,0,0,0,0,1,0,0
NONHSAG019004.2,0,0,0,0,0,0,0,0,0
NONHSAG019007.2,0,0,0,0,0,0,0,1,0
NONHSAG019008.2,0,0,0,0,0,0,0,0,0
NONHSAG019053.2,0,0,1,0,0,0,0,0,0
NONHSAG019120.2,0,0,0,0,0,0,0,0,0
NONHSAG019146.2,0,0,0,0,0,0,0,0,0
NONHSAG019147.2,0,1,0,0,0,0,1,0,0
NONHSAG019153.2,0,0,0,0,1,0,0,1,0
NONHSAG019161.2,0,0,0,0,0,0,0,1,0
NONHSAG019605.2,0,0,0,0,0,0,0,0,0
NONHSAG019664.3,0,1,0,0,0,0,0,1,0
NONHSAG019692.2,0,0,0,0,0,0,0,1,0
NONHSAG019743.2,0,0,0,0,0,0,0,1,0
NONHSAG019908.2,0,0,0,0,1,0,0,0,0
NONHSAG020166.3,0,0,0,0,0,0,0,0,0
NONHSAG020263.2,1,0,0,0,1,0,0,0,1
NONHSAG020369.2,0,0,0,0,0,0,0,0,0
NONHSAG020430.2,1,0,0,0,0,1,0,1,0
NONHSAG020437.2,0,0,0,0,1,0,0,0,0
NONHSAG020466.2,0,0,0,0,0,0,0,0,0
NONHSAG020469.2,0,0,0,0,0,0,0,0,0
NONHSAG020500.2,0,0,0,0,0,1,0,0,0
NONHSAG020524.2,0,0,0,0,0,0,0,0,0
NONHSAG020532.2,0,0,0,0,0,0,0,0,0
NONHSAG020553.2,0,0,0,0,0,0,0,0,0
NONHSAG020649.2,0,0,0,0,0,0,0,0,1
NONHSAG020795.2,0,0,0,0,0,0,0,0,0
NONHSAG020939.2,0,0,0,0,0,0,0,0,0
NONHSAG020941.2,0,0,0,0,0,0,0,0,0
NONHSAG020962.3,0,0,0,0,0,0,0,1,0
NONHSAG021033.2,0,0,0,0,0,0,0,0,0
NONHSAG021046.2,0,0,0,0,0,0,1,0,0
NONHSAG021265.2,0,0,0,0,0,0,0,0,0
NONHSAG021313.2,0,0,0,0,0,0,1,1,1
NONHSAG021317.3,0,0,1,0,0,0,0,0,0
NONHSAG021364.2,0,0,0,0,0,0,0,0,0
NONHSAG021641.2,0,0,0,0,0,0,1,1,0
NONHSAG021713.2,0,0,0,0,0,0,0,0,0
NONHSAG021721.2,0,0,0,0,0,0,0,0,0
NONHSAG021816.2,0,0,0,0,0,0,0,0,0
NONHSAG021839.2,0,0,1,0,0,1,0,0,0
NONHSAG021879.2,1,0,0,0,0,0,1,0,0
NONHSAG021934.2,0,1,0,0,0,0,0,0,0
NONHSAG022022.2,0,0,0,0,0,0,0,0,0
NONHSAG022060.2,1,0,0,0,0,0,0,0,0
NONHSAG022083.2,0,0,0,0,0,0,1,0,0
NONHSAG022275.2,0,0,0,0,0,0,0,0,0
NONHSAG022430.2,0,0,0,0,0,0,0,0,0
NONHSAG022487.2,0,1,0,0,0,0,1,0,0
NONHSAG022594.2,0,0,0,0,0,0,0,0,0
NONHSAG022757.3,0,0,0,0,0,1,0,1,0
NONHSAG022814.2,0,0,0,0,0,0,0,0,1
NONHSAG022836.2,0,0,0,0,1,0,0,0,0
NONHSAG022880.2,0,0,0,0,0,1,0,0,0
NONHSAG022884.2,0,0,0,0,0,0,0,0,1
NONHSAG022947.2,0,0,0,0,1,0,0,0,0
NONHSAG023005.2,0,0,0,0,0,0,0,0,0
NONHSAG023063.3,0,0,0,1,0,0,0,0,0
NONHSAG023079.2,0,0,0,0,1,0,0,0,0
NONHSAG023337.2,0,0,0,0,0,0,0,0,0
NONHSAG023532.2,0,0,0,0,0,1,0,0,0
NONHSAG023534.2,0,0,0,0,0,0,0,0,0
NONHSAG023790.2,0,0,0,0,0,0,0,1,0
NONHSAG023856.2,0,0,0,0,0,0,0,0,0
NONHSAG023911.2,0,0,0,0,0,0,0,0,0
NONHSAG024266.2,0,0,0,0,0,0,0,0,0
NONHSAG024296.2,0,0,0,0,0,0,0,0,0
NONHSAG024317.3,0,0,0,0,0,0,0,0,1
NONHSAG024329.2,1,0,0,0,0,0,0,0,0
NONHSAG024373.2,1,0,0,1,0,0,0,0,1
NONHSAG024390.2,0,0,0,0,0,0,0,0,0
NONHSAG024432.2,0,0,0,0,0,0,0,0,0
NONHSAG024476.2,1,0,0,0,1,0,1,1,0
NONHSAG024509.2,1,0,0,0,0,0,0,0,1
NONHSAG024549.2,0,0,0,0,0,0,0,0,0
NONHSAG024565.2,0,0,0,0,0,0,0,0,0
NONHSAG024578.2,1,0,0,0,0,0,0,1,0
NONHSAG024613.2,0,0,0,0,0,0,0,0,0
NONHSAG024636.2,0,0,0,0,1,0,0,0,0
NONHSAG024641.2,0,1,0,0,0,1,0,0,0
NONHSAG024662.2,0,0,0,0,0,0,0,0,0
NONHSAG024665.2,0,0,0,0,0,0,0,0,0
NONHSAG024670.2,0,0,1,0,0,0,0,0,0
NONHSAG024681.2,0,0,0,0,0,0,0,0,0
NONHSAG024727.2,0,0,0,0,0,0,0,0,0
NONHSAG024835.2,0,0,0,0,0,0,0,0,0
NONHSAG024846.2,0,0,0,0,0,0,0,0,0
NONHSAG024860.2,0,0,0,0,0,0,0,0,0
NONHSAG024887.2,0,0,0,0,0,0,1,0,0
NONHSAG024947.2,0,0,0,0,1,0,0,0,0
NONHSAG024970.2,0,0,0,0,0,0,0,0,1
NONHSAG024971.2,0,0,0,0,0,0,0,0,0
NONHSAG024979.2,0,0,0,0,0,0,0,0,1
NONHSAG025032.2,0,0,0,0,0,0,0,0,0
NONHSAG025034.2,0,0,0,0,0,0,1,0,0
NONHSAG025115.2,0,0,0,0,0,0,0,0,0
NONHSAG025160.2,0,0,0,0,0,0,0,0,0
NONHSAG025186.2,0,0,0,0,1,0,0,0,0
NONHSAG025197.2,0,0,0,0,0,0,0,0,0
NONHSAG025346.2,0,0,0,0,0,0,0,0,0
NONHSAG025434.2,0,0,0,0,0,0,0,0,0
NONHSAG025496.2,0,0,0,0,0,0,0,0,0
NONHSAG025546.2,0,0,0,0,0,0,0,0,0
NONHSAG025616.2,0,0,0,0,0,0,0,0,0
NONHSAG025622.2,0,0,0,0,0,0,0,0,0
NONHSAG025762.2,0,0,0,1,0,0,0,0,0
NONHSAG025790.3,0,0,0,0,0,0,0,0,0
NONHSAG025810.2,0,1,0,0,0,0,0,0,0
NONHSAG025811.2,1,0,0,0,0,0,0,0,0
NONHSAG025813.2,0,0,0,0,0,0,0,0,0
NONHSAG025855.2,0,0,0,0,0,0,0,1,0
NONHSAG025886.2,0,0,0,0,0,0,1,0,0
NONHSAG025894.3,0,0,0,0,0,0,0,0,0
NONHSAG025975.2,0,0,0,0,0,0,0,0,0
NONHSAG025998.3,0,0,1,0,0,1,1,1,0
NONHSAG026039.2,0,0,1,0,0,0,1,0,1
NONHSAG026062.2,0,0,0,0,0,0,0,0,0
NONHSAG026067.2,0,0,0,0,0,0,0,0,0
NONHSAG026084.3,0,0,0,1,1,0,0,0,1
NONHSAG026190.2,0,0,0,0,0,0,0,0,0
NONHSAG026200.2,0,1,0,0,1,0,0,1,0
NONHSAG026361.2,0,0,0,0,0,0,0,0,0
NONHSAG026416.2,0,0,0,0,0,0,0,0,0
NONHSAG026425.2,0,0,0,0,1,0,0,0,0
NONHSAG026435.2,0,0,0,0,0,1,0,0,0
NONHSAG026440.2,0,0,0,0,0,0,0,0,0
NONHSAG026463.2,0,0,0,0,0,0,0,0,0
NONHSAG026464.2,0,0,0,0,0,0,0,0,0
NONHSAG026481.2,0,0,0,0,0,0,0,0,0
NONHSAG026517.2,0,0,0,0,0,0,0,0,0
NONHSAG026567.2,0,1,0,0,0,0,0,1,1
NONHSAG026593.2,0,0,0,0,1,0,0,0,0
NONHSAG026629.3,0,0,0,0,0,0,1,0,0
NONHSAG026672.2,0,0,0,0,0,0,0,0,0
NONHSAG026680.2,1,1,0,1,0,0,0,0,0
NONHSAG026689.2,0,0,0,0,0,0,0,0,0
NONHSAG026699.3,0,0,0,1,0,0,0,1,0
NONHSAG026962.2,1,0,0,0,0,1,0,0,0
NONHSAG027015.2,0,0,0,0,0,0,0,0,0
NONHSAG027054.2,0,0,0,0,0,0,0,0,0
NONHSAG027276.2,1,1,0,0,0,1,0,0,0
NONHSAG027278.2,0,0,0,0,1,1,0,0,0
NONHSAG027296.3,1,1,0,0,0,1,1,0,0
NONHSAG027302.3,0,0,0,0,0,1,0,0,0
NONHSAG027317.2,0,0,0,0,0,0,0,0,0
NONHSAG027368.3,0,0,0,1,0,0,1,1,1
NONHSAG027511.2,0,0,0,0,0,0,0,0,0
NONHSAG027527.2,1,0,0,0,0,0,0,0,0
NONHSAG027587.3,0,0,0,1,0,0,1,1,0
NONHSAG027618.2,0,0,0,0,0,0,0,0,0
NONHSAG027673.3,0,0,0,0,0,0,0,0,0
NONHSAG027757.2,0,0,0,0,0,0,0,0,0
NONHSAG028049.2,0,0,0,0,0,0,0,0,0
NONHSAG028145.3,0,0,0,0,0,0,0,0,0
NONHSAG028160.2,0,0,0,0,0,0,0,0,0
NONHSAG028175.2,0,1,1,0,0,0,1,0,1
NONHSAG028177.2,0,0,0,0,0,0,0,0,0
NONHSAG028388.2,0,0,0,0,0,0,0,0,0
NONHSAG028390.3,0,0,0,1,0,0,0,0,0
NONHSAG028420.2,0,0,0,0,0,0,0,0,0
NONHSAG028615.2,0,0,0,0,0,0,0,0,0
NONHSAG028621.2,0,0,0,0,0,0,0,0,0
NONHSAG028627.3,0,0,0,0,0,1,0,0,0
NONHSAG028721.2,0,0,0,0,0,1,0,0,0
NONHSAG028722.2,0,0,0,0,0,0,1,0,0
NONHSAG028831.2,0,0,0,0,0,0,0,0,0
NONHSAG028937.2,0,0,0,0,0,0,0,0,0
NONHSAG029097.3,0,0,1,0,1,1,0,1,0
NONHSAG029138.2,0,0,0,0,0,0,0,0,0
NONHSAG029260.2,0,0,0,0,0,0,0,0,0
NONHSAG029331.3,0,0,0,0,0,0,0,1,0
NONHSAG029353.2,0,0,0,0,1,0,0,0,0
NONHSAG029433.3,0,0,0,0,1,1,0,1,1
NONHSAG029544.2,0,0,0,0,0,0,0,0,0
NONHSAG029703.2,0,0,0,0,0,1,0,0,0
NONHSAG029752.2,1,1,0,0,1,1,1,1,1
NONHSAG029767.3,0,0,0,0,0,0,0,0,0
NONHSAG029795.2,1,1,1,0,0,0,1,0,0
NONHSAG029849.2,0,0,0,0,0,0,0,0,0
NONHSAG029900.3,0,0,1,0,0,0,0,1,1
NONHSAG029944.3,0,0,0,0,0,0,0,1,0
NONHSAG029962.2,0,0,0,0,1,0,0,0,0
NONHSAG030018.2,1,0,0,0,0,0,0,0,0
NONHSAG030019.2,1,0,0,0,0,0,0,0,0
NONHSAG030081.2,0,0,0,0,0,0,0,0,0
NONHSAG030096.3,0,0,0,0,0,0,0,0,0
NONHSAG030301.3,0,0,0,0,0,0,0,0,0
NONHSAG030396.2,0,0,0,0,0,0,0,0,0
NONHSAG030403.3,0,0,0,0,0,0,0,1,0
NONHSAG030430.2,0,0,0,0,0,0,0,0,0
NONHSAG030545.2,1,1,1,1,0,0,1,0,1
NONHSAG030636.2,0,0,1,0,0,1,0,0,0
NONHSAG030656.2,0,0,0,0,0,0,0,0,0
NONHSAG030732.2,0,0,0,0,0,0,0,0,0
NONHSAG030783.2,0,0,0,0,0,1,0,0,0
NONHSAG030823.2,0,1,0,0,0,0,0,0,0
NONHSAG030884.2,0,0,0,0,0,1,0,1,0
NONHSAG030916.2,1,0,0,0,0,0,0,0,0
NONHSAG030984.2,0,0,0,0,0,0,0,0,0
NONHSAG030991.2,0,0,0,0,0,0,0,0,0
NONHSAG031000.2,1,0,0,0,0,0,0,1,0
NONHSAG031029.2,0,0,0,0,0,0,0,0,0
NONHSAG031078.2,0,0,1,0,0,0,0,1,0
NONHSAG031089.2,0,0,0,0,0,0,0,0,0
NONHSAG031097.2,0,1,0,0,0,1,1,0,1
NONHSAG031120.3,0,0,0,0,0,0,0,0,0
NONHSAG031146.3,1,0,0,0,0,0,0,1,1
NONHSAG031160.2,0,0,0,0,0,0,0,0,0
NONHSAG031193.2,0,0,0,0,0,0,1,0,0
NONHSAG031218.2,1,0,0,0,1,0,1,0,1
NONHSAG031395.2,0,0,0,0,0,0,0,0,0
NONHSAG031467.2,0,0,0,0,0,0,0,0,0
NONHSAG031523.2,0,0,0,0,0,0,0,0,0
NONHSAG031630.2,1,0,0,0,0,0,0,0,0
NONHSAG031708.3,0,1,0,0,0,0,1,0,1
NONHSAG031712.2,0,0,0,0,0,0,0,0,0
NONHSAG031745.2,0,0,0,0,0,0,0,0,0
NONHSAG032123.2,0,0,0,0,0,0,0,0,1
NONHSAG032140.2,0,0,0,0,0,0,0,0,0
NONHSAG032146.3,0,0,0,0,1,0,0,0,1
NONHSAG032149.2,0,0,1,0,0,0,0,0,0
NONHSAG032165.3,0,0,0,0,1,0,0,0,0
NONHSAG032202.3,0,0,1,0,0,0,0,0,0
NONHSAG032212.2,0,0,0,0,0,0,0,0,0
NONHSAG032219.3,0,0,0,0,0,0,0,0,0
NONHSAG032221.2,0,0,0,0,0,0,0,0,0
NONHSAG032255.2,0,0,0,0,0,0,0,0,0
NONHSAG032285.2,0,0,0,0,0,0,0,0,0
NONHSAG032296.3,0,0,0,0,0,1,0,0,0
NONHSAG032302.2,0,0,0,0,0,0,0,0,0
NONHSAG032318.3,0,0,0,0,0,0,0,1,0
NONHSAG032629.2,0,0,0,0,1,0,0,0,0
NONHSAG032701.3,0,0,0,0,0,0,0,0,0
NONHSAG032704.2,0,0,0,0,0,0,0,0,0
NONHSAG032741.2,0,0,0,0,0,0,0,0,0
NONHSAG032766.2,0,0,0,0,1,0,1,0,0
NONHSAG032774.2,0,0,0,0,0,0,0,0,0
NONHSAG032869.3,0,0,0,0,0,0,0,0,0
NONHSAG032906.2,0,0,0,0,1,0,0,0,0
NONHSAG032924.2,0,0,0,0,0,0,0,0,0
NONHSAG033006.3,0,0,0,0,0,0,1,0,0
NONHSAG033035.3,0,0,1,0,0,0,1,0,0
NONHSAG033049.2,0,0,0,0,0,0,0,0,0
NONHSAG033082.3,0,0,1,0,0,0,0,0,0
NONHSAG033084.2,0,1,1,0,0,0,0,0,0
NONHSAG033110.2,1,0,1,1,0,1,1,1,0
NONHSAG033133.3,0,0,0,0,0,0,0,0,0
NONHSAG033214.2,0,0,0,0,0,0,0,1,0
NONHSAG033262.2,0,0,0,0,0,0,0,0,0
NONHSAG033264.2,0,0,0,0,0,0,0,0,0
NONHSAG033465.2,0,0,0,0,0,0,0,0,0
NONHSAG033523.2,1,0,0,0,0,0,0,1,0
NONHSAG033538.2,0,0,0,0,0,0,0,0,0
NONHSAG033712.2,0,0,0,0,0,0,0,0,0
NONHSAG033763.2,1,0,1,0,1,0,1,1,0
NONHSAG033764.2,0,0,0,0,0,0,1,0,0
NONHSAG033827.2,0,0,0,0,0,0,0,0,0
NONHSAG033837.2,0,0,1,0,0,0,0,1,0
NONHSAG033855.2,0,0,0,0,0,0,0,0,0
NONHSAG033879.2,0,0,0,0,0,0,0,0,0
NONHSAG033890.2,0,0,0,0,0,0,0,0,0
NONHSAG033909.2,1,0,0,0,0,0,0,0,0
NONHSAG033917.2,0,0,0,0,0,0,0,0,0
NONHSAG033923.2,0,0,0,0,0,0,0,0,0
NONHSAG034018.2,0,0,0,0,1,0,0,0,0
NONHSAG034038.2,0,0,0,0,0,0,0,0,0
NONHSAG034097.2,0,1,0,1,0,0,0,0,0
NONHSAG034138.3,1,1,0,1,0,0,0,0,0
NONHSAG034143.2,0,0,0,0,0,0,0,0,0
NONHSAG034164.2,0,0,0,0,0,0,0,0,0
NONHSAG034168.3,1,0,0,0,0,0,0,0,0
