Supplemental Table 5: ncNATs tissue association.,,,
gene_id,gene_name,tissue,type
MSTRG.SL.chr2.11,NA,Testis_Normal,specific
MSTRG.SL.chr2.111,NA,Testis_Normal,specific
MSTRG.SL.chr2.121,NA,Testis_Normal,specific
MSTRG.SL.chr2.141,NA,Testis_Normal,specific
MSTRG.SL.chr2.162,NA,Testis_Normal,specific
MSTRG.SL.chr2.165,NA,Testis_Normal,specific
MSTRG.SL.chr2.17,NA,Testis_Normal,specific
MSTRG.SL.chr2.179,NA,Testis_Normal,specific
MSTRG.SL.chr2.208,NA,Testis_Normal,specific
MSTRG.SL.chr2.213,NA,Testis_Normal,specific
MSTRG.SL.chr2.214,NA,Testis_Normal,specific
MSTRG.SL.chr2.229,NA,Testis_Normal,specific
MSTRG.SL.chr2.234,NA,Testis_Normal,specific
MSTRG.SL.chr2.259,NA,Testis_Normal,specific
MSTRG.SL.chr2.80,NA,Testis_Normal,specific
MSTRG.SL.chr2.93,NA,Testis_Normal,specific
MSTRG.SL.chr20.10,NA,Testis_Normal,specific
MSTRG.SL.chr20.24,NA,Testis_Normal,specific
MSTRG.SL.chr20.26,NA,Testis_Normal,specific
MSTRG.SL.chr20.36,NA,Testis_Normal,specific
MSTRG.SL.chr21.2,NA,Testis_Normal,specific
MSTRG.SL.chr21.5,NA,Testis_Normal,specific
MSTRG.SL.chr22.16,NA,Testis_Normal,specific
MSTRG.SL.chr22.33,NA,Testis_Normal,specific
MSTRG.SL.chr22.47,NA,Testis_Normal,specific
MSTRG.SL.chr22.51,NA,Testis_Normal,specific
MSTRG.SL.chr22.58,NA,Testis_Normal,specific
MSTRG.SL.chr22.61,NA,Testis_Normal,specific
MSTRG.SL.chr22.73,NA,Testis_Normal,specific
MSTRG.SL.chr22.8,NA,Testis_Normal,specific
MSTRG.SL.chr22.92,NA,Testis_Normal,specific
MSTRG.SL.chr3.106,NA,Testis_Normal,specific
MSTRG.SL.chr3.108,NA,Testis_Normal,specific
MSTRG.SL.chr3.119,NA,Testis_Normal,specific
MSTRG.SL.chr3.127,NA,Testis_Normal,specific
MSTRG.SL.chr3.129,NA,Testis_Normal,specific
MSTRG.SL.chr3.132,NA,Testis_Normal,specific
MSTRG.SL.chr3.149,NA,Testis_Normal,specific
MSTRG.SL.chr3.158,NA,Testis_Normal,specific
MSTRG.SL.chr3.16,NA,Testis_Normal,specific
MSTRG.SL.chr3.166,NA,Testis_Normal,specific
MSTRG.SL.chr3.177,NA,Testis_Normal,specific
MSTRG.SL.chr3.185,NA,Testis_Normal,specific
MSTRG.SL.chr3.189,NA,Testis_Normal,specific
MSTRG.SL.chr3.194,NA,Testis_Normal,specific
MSTRG.SL.chr3.20,NA,Testis_Normal,specific
MSTRG.SL.chr3.201,NA,Testis_Normal,specific
MSTRG.SL.chr3.202,NA,Testis_Normal,specific
MSTRG.SL.chr3.203,NA,Testis_Normal,specific
MSTRG.SL.chr3.204,NA,Testis_Normal,specific
MSTRG.SL.chr3.206,NA,Testis_Normal,specific
MSTRG.SL.chr3.21,NA,Testis_Normal,specific
MSTRG.SL.chr3.34,NA,Testis_Normal,specific
MSTRG.SL.chr3.36,NA,Testis_Normal,specific
MSTRG.SL.chr3.45,NA,Testis_Normal,specific
MSTRG.SL.chr3.47,NA,Testis_Normal,specific
MSTRG.SL.chr3.5,NA,Testis_Normal,specific
MSTRG.SL.chr3.79,NA,Testis_Normal,specific
MSTRG.SL.chr3.8,NA,Testis_Normal,specific
MSTRG.SL.chr4.10,NA,Testis_Normal,specific
MSTRG.SL.chr4.105,NA,Testis_Normal,specific
MSTRG.SL.chr4.115,NA,Testis_Normal,specific
MSTRG.SL.chr4.130,NA,Testis_Normal,specific
MSTRG.SL.chr4.134,NA,Testis_Normal,specific
MSTRG.SL.chr4.135,NA,Testis_Normal,specific
MSTRG.SL.chr4.140,NA,Testis_Normal,specific
MSTRG.SL.chr4.162,NA,Testis_Normal,specific
MSTRG.SL.chr4.17,NA,Testis_Normal,specific
MSTRG.SL.chr4.3,NA,Testis_Normal,specific
MSTRG.SL.chr4.32,NA,Testis_Normal,specific
MSTRG.SL.chr4.44,NA,Testis_Normal,specific
MSTRG.SL.chr4.46,NA,Testis_Normal,specific
MSTRG.SL.chr4.47,NA,Testis_Normal,specific
MSTRG.SL.chr4.5,NA,Testis_Normal,specific
MSTRG.SL.chr4.54,NA,Testis_Normal,specific
MSTRG.SL.chr4.63,NA,Testis_Normal,specific
MSTRG.SL.chr4.74,NA,Testis_Normal,specific
MSTRG.SL.chr4.9,NA,Testis_Normal,specific
MSTRG.SL.chr5.115,NA,Testis_Normal,specific
MSTRG.SL.chr5.134,NA,Testis_Normal,specific
MSTRG.SL.chr5.140,NA,Testis_Normal,specific
MSTRG.SL.chr5.155,NA,Testis_Normal,specific
MSTRG.SL.chr5.156,NA,Testis_Normal,specific
MSTRG.SL.chr5.17,NA,Testis_Normal,specific
MSTRG.SL.chr5.18,NA,Testis_Normal,specific
MSTRG.SL.chr5.180,NA,Testis_Normal,specific
MSTRG.SL.chr5.186,NA,Testis_Normal,specific
MSTRG.SL.chr5.29,NA,Testis_Normal,specific
MSTRG.SL.chr5.30,NA,Testis_Normal,specific
MSTRG.SL.chr5.34,NA,Testis_Normal,specific
MSTRG.SL.chr5.52,NA,Testis_Normal,specific
MSTRG.SL.chr5.54,NA,Testis_Normal,specific
MSTRG.SL.chr5.65,NA,Testis_Normal,specific
MSTRG.SL.chr5.66,NA,Testis_Normal,specific
MSTRG.SL.chr5.69,NA,Testis_Normal,specific
MSTRG.SL.chr5.72,NA,Testis_Normal,specific
MSTRG.SL.chr5.89,NA,Testis_Normal,specific
MSTRG.SL.chr5.90,NA,Testis_Normal,specific
MSTRG.SL.chr5.92,NA,Testis_Normal,specific
MSTRG.SL.chr6.111,NA,Testis_Normal,specific
MSTRG.SL.chr6.115,NA,Testis_Normal,specific
MSTRG.SL.chr6.121,NA,Testis_Normal,specific
MSTRG.SL.chr6.125,NA,Testis_Normal,specific
MSTRG.SL.chr6.140,NA,Testis_Normal,specific
MSTRG.SL.chr6.16,NA,Testis_Normal,specific
MSTRG.SL.chr6.162,NA,Testis_Normal,specific
MSTRG.SL.chr6.24,NA,Testis_Normal,specific
MSTRG.SL.chr6.31,NA,Testis_Normal,specific
MSTRG.SL.chr6.32,NA,Testis_Normal,specific
MSTRG.SL.chr6.35,NA,Testis_Normal,specific
MSTRG.SL.chr6.36,NA,Testis_Normal,specific
MSTRG.SL.chr6.42,NA,Testis_Normal,specific
MSTRG.SL.chr6.43,NA,Testis_Normal,specific
MSTRG.SL.chr6.6,NA,Testis_Normal,specific
MSTRG.SL.chr6.76,NA,Testis_Normal,specific
MSTRG.SL.chr6.77,NA,Testis_Normal,specific
MSTRG.SL.chr6.9,NA,Testis_Normal,specific
MSTRG.SL.chr6.91,NA,Testis_Normal,specific
MSTRG.SL.chr6.95,NA,Testis_Normal,specific
MSTRG.SL.chr7.105,NA,Testis_Normal,specific
MSTRG.SL.chr7.11,NA,Testis_Normal,specific
MSTRG.SL.chr7.116,NA,Testis_Normal,specific
MSTRG.SL.chr7.124,NA,Testis_Normal,specific
MSTRG.SL.chr7.133,NA,Testis_Normal,specific
MSTRG.SL.chr7.138,NA,Testis_Normal,specific
MSTRG.SL.chr7.139,NA,Testis_Normal,specific
MSTRG.SL.chr7.159,NA,Testis_Normal,specific
MSTRG.SL.chr7.19,NA,Testis_Normal,specific
MSTRG.SL.chr7.2,NA,Testis_Normal,specific
MSTRG.SL.chr7.34,NA,Testis_Normal,specific
MSTRG.SL.chr7.43,NA,Testis_Normal,specific
MSTRG.SL.chr7.59,NA,Testis_Normal,specific
MSTRG.SL.chr7.76,NA,Testis_Normal,specific
MSTRG.SL.chr7.84,NA,Testis_Normal,specific
MSTRG.SL.chr7.91,NA,Testis_Normal,specific
MSTRG.SL.chr7.93,NA,Testis_Normal,specific
MSTRG.SL.chr8.100,NA,Testis_Normal,specific
MSTRG.SL.chr8.108,NA,Testis_Normal,specific
MSTRG.SL.chr8.112,NA,Testis_Normal,specific
MSTRG.SL.chr8.123,NA,Testis_Normal,specific
MSTRG.SL.chr8.124,NA,Testis_Normal,specific
MSTRG.SL.chr8.24,NA,Testis_Normal,specific
MSTRG.SL.chr8.44,NA,Testis_Normal,specific
MSTRG.SL.chr8.48,NA,Testis_Normal,specific
MSTRG.SL.chr8.5,NA,Testis_Normal,specific
MSTRG.SL.chr8.61,NA,Testis_Normal,specific
MSTRG.SL.chr8.7,NA,Testis_Normal,specific
MSTRG.SL.chr8.94,NA,Testis_Normal,specific
MSTRG.SL.chr8.99,NA,Testis_Normal,specific
MSTRG.SL.chr9.107,NA,Testis_Normal,specific
MSTRG.SL.chr9.11,NA,Testis_Normal,specific
MSTRG.SL.chr9.123,NA,Testis_Normal,specific
MSTRG.SL.chr9.139,NA,Testis_Normal,specific
MSTRG.SL.chr9.16,NA,Testis_Normal,specific
MSTRG.SL.chr9.165,NA,Testis_Normal,specific
MSTRG.SL.chr9.167,NA,Testis_Normal,specific
MSTRG.SL.chr9.23,NA,Testis_Normal,specific
MSTRG.SL.chr9.62,NA,Testis_Normal,specific
MSTRG.SL.chr9.64,NA,Testis_Normal,specific
MSTRG.SL.chr9.69,NA,Testis_Normal,specific
MSTRG.SL.chr9.7,NA,Testis_Normal,specific
MSTRG.SL.chr9.81,NA,Testis_Normal,specific
MSTRG.SL.chr9.93,NA,Testis_Normal,specific
MSTRG.SL.chrX.13,NA,Testis_Normal,specific
MSTRG.SL.chrX.63,NA,Testis_Normal,specific
MSTRG.SL.chrX.69,NA,Testis_Normal,specific
MSTRG.SL.chrX.71,NA,Testis_Normal,specific
NONHSAG000228.2,NA,Testis_Normal,specific
NONHSAG000384.2,NA,Testis_Normal,specific
NONHSAG001001.2,NA,Testis_Normal,specific
NONHSAG002743.2,NA,Testis_Normal,specific
NONHSAG003601.2,NA,Testis_Normal,specific
NONHSAG004931.2,NA,Testis_Normal,specific
NONHSAG004958.2,NA,Testis_Normal,specific
NONHSAG006862.2,NA,Testis_Normal,specific
NONHSAG006970.2,NA,Testis_Normal,specific
NONHSAG007698.2,NA,Testis_Normal,specific
NONHSAG007811.2,NA,Testis_Normal,specific
NONHSAG010904.2,NA,Testis_Normal,specific
NONHSAG012636.2,NA,Testis_Normal,specific
NONHSAG012958.2,NA,Testis_Normal,specific
NONHSAG013102.2,NA,Testis_Normal,specific
NONHSAG013565.2,NA,Testis_Normal,specific
NONHSAG014299.2,NA,Testis_Normal,specific
NONHSAG015062.2,NA,Testis_Normal,specific
NONHSAG015118.2,NA,Testis_Normal,specific
NONHSAG015993.2,NA,Testis_Normal,specific
NONHSAG017323.2,NA,Testis_Normal,specific
NONHSAG017919.2,NA,Testis_Normal,specific
NONHSAG018182.2,NA,Testis_Normal,specific
NONHSAG018975.2,NA,Testis_Normal,specific
NONHSAG020553.2,NA,Testis_Normal,specific
NONHSAG020962.3,NA,Testis_Normal,specific
NONHSAG022083.2,NA,Testis_Normal,specific
NONHSAG022275.2,NA,Testis_Normal,specific
NONHSAG023337.2,NA,Testis_Normal,specific
NONHSAG024390.2,NA,Testis_Normal,specific
NONHSAG025496.2,NA,Testis_Normal,specific
NONHSAG025616.2,NA,Testis_Normal,specific
NONHSAG026062.2,NA,Testis_Normal,specific
NONHSAG026481.2,NA,Testis_Normal,specific
NONHSAG026672.2,NA,Testis_Normal,specific
NONHSAG028420.2,NA,Testis_Normal,specific
NONHSAG028831.2,NA,Testis_Normal,specific
NONHSAG030081.2,NA,Testis_Normal,specific
NONHSAG030732.2,NA,Testis_Normal,specific
NONHSAG031089.2,NA,Testis_Normal,specific
NONHSAG031745.2,NA,Testis_Normal,specific
NONHSAG032219.3,NA,Testis_Normal,specific
NONHSAG033465.2,NA,Testis_Normal,specific
NONHSAG033855.2,NA,Testis_Normal,specific
NONHSAG034038.2,NA,Testis_Normal,specific
NONHSAG034470.2,NA,Testis_Normal,specific
NONHSAG036159.2,NA,Testis_Normal,specific
NONHSAG038587.2,NA,Testis_Normal,specific
NONHSAG042223.2,NA,Testis_Normal,specific
NONHSAG042899.2,NA,Testis_Normal,specific
NONHSAG043187.2,NA,Testis_Normal,specific
NONHSAG043771.2,NA,Testis_Normal,specific
NONHSAG043900.2,NA,Testis_Normal,specific
NONHSAG043928.2,NA,Testis_Normal,specific
NONHSAG044328.2,NA,Testis_Normal,specific
NONHSAG044797.2,NA,Testis_Normal,specific
NONHSAG045354.2,NA,Testis_Normal,specific
NONHSAG046846.2,NA,Testis_Normal,specific
NONHSAG046857.2,NA,Testis_Normal,specific
NONHSAG047423.2,NA,Testis_Normal,specific
NONHSAG047551.2,NA,Testis_Normal,specific
NONHSAG048133.2,NA,Testis_Normal,specific
NONHSAG050404.3,NA,Testis_Normal,specific
NONHSAG050422.2,NA,Testis_Normal,specific
NONHSAG050428.2,NA,Testis_Normal,specific
NONHSAG051013.2,NA,Testis_Normal,specific
NONHSAG053540.2,NA,Testis_Normal,specific
NONHSAG054705.2,NA,Testis_Normal,specific
NONHSAG055516.2,NA,Testis_Normal,specific
NONHSAG056023.2,NA,Testis_Normal,specific
NONHSAG056056.2,NA,Testis_Normal,specific
NONHSAG056432.1,NA,Testis_Normal,specific
NONHSAG056870.1,NA,Testis_Normal,specific
NONHSAG056890.1,NA,Testis_Normal,specific
NONHSAG056945.1,NA,Testis_Normal,specific
NONHSAG057211.1,NA,Testis_Normal,specific
NONHSAG057250.1,NA,Testis_Normal,specific
NONHSAG057314.2,NA,Testis_Normal,specific
NONHSAG057339.1,NA,Testis_Normal,specific
NONHSAG057493.1,NA,Testis_Normal,specific
NONHSAG057672.1,NA,Testis_Normal,specific
NONHSAG057836.1,NA,Testis_Normal,specific
NONHSAG057896.1,NA,Testis_Normal,specific
NONHSAG058032.1,NA,Testis_Normal,specific
NONHSAG058137.1,NA,Testis_Normal,specific
NONHSAG058232.1,NA,Testis_Normal,specific
NONHSAG058296.1,NA,Testis_Normal,specific
NONHSAG060368.1,NA,Testis_Normal,specific
NONHSAG061262.1,NA,Testis_Normal,specific
NONHSAG062451.2,NA,Testis_Normal,specific
NONHSAG062645.1,NA,Testis_Normal,specific
NONHSAG062938.1,NA,Testis_Normal,specific
NONHSAG062949.1,NA,Testis_Normal,specific
NONHSAG063030.1,NA,Testis_Normal,specific
NONHSAG063055.1,NA,Testis_Normal,specific
NONHSAG063056.1,NA,Testis_Normal,specific
NONHSAG063125.1,NA,Testis_Normal,specific
NONHSAG063593.1,NA,Testis_Normal,specific
NONHSAG063710.1,NA,Testis_Normal,specific
NONHSAG065118.1,NA,Testis_Normal,specific
NONHSAG065262.1,NA,Testis_Normal,specific
NONHSAG065362.1,NA,Testis_Normal,specific
NONHSAG065397.1,NA,Testis_Normal,specific
NONHSAG065669.1,NA,Testis_Normal,specific
NONHSAG065758.1,NA,Testis_Normal,specific
NONHSAG066887.1,NA,Testis_Normal,specific
NONHSAG066899.1,NA,Testis_Normal,specific
NONHSAG067425.1,NA,Testis_Normal,specific
NONHSAG068838.1,NA,Testis_Normal,specific
NONHSAG069201.1,NA,Testis_Normal,specific
NONHSAG069334.1,NA,Testis_Normal,specific
NONHSAG069338.1,NA,Testis_Normal,specific
NONHSAG070288.1,NA,Testis_Normal,specific
NONHSAG070473.1,NA,Testis_Normal,specific
NONHSAG070495.1,NA,Testis_Normal,specific
NONHSAG073212.1,NA,Testis_Normal,specific
NONHSAG073223.1,NA,Testis_Normal,specific
NONHSAG073451.1,NA,Testis_Normal,specific
NONHSAG073538.1,NA,Testis_Normal,specific
NONHSAG073553.1,NA,Testis_Normal,specific
NONHSAG073645.1,NA,Testis_Normal,specific
NONHSAG073829.1,NA,Testis_Normal,specific
NONHSAG075918.1,NA,Testis_Normal,specific
NONHSAG075926.1,NA,Testis_Normal,specific
NONHSAG076175.1,NA,Testis_Normal,specific
NONHSAG076177.1,NA,Testis_Normal,specific
NONHSAG076189.1,NA,Testis_Normal,specific
NONHSAG077409.2,NA,Testis_Normal,specific
NONHSAG077866.1,NA,Testis_Normal,specific
NONHSAG077939.1,NA,Testis_Normal,specific
NONHSAG078052.1,NA,Testis_Normal,specific
NONHSAG078411.1,NA,Testis_Normal,specific
NONHSAG078841.1,NA,Testis_Normal,specific
NONHSAG079300.1,NA,Testis_Normal,specific
NONHSAG079416.1,NA,Testis_Normal,specific
NONHSAG079448.1,NA,Testis_Normal,specific
NONHSAG081704.1,NA,Testis_Normal,specific
NONHSAG081753.1,NA,Testis_Normal,specific
NONHSAG081893.2,NA,Testis_Normal,specific
NONHSAG081903.1,NA,Testis_Normal,specific
NONHSAG082076.1,NA,Testis_Normal,specific
NONHSAG083933.1,NA,Testis_Normal,specific
NONHSAG084035.1,NA,Testis_Normal,specific
NONHSAG084467.1,NA,Testis_Normal,specific
NONHSAG084501.1,NA,Testis_Normal,specific
NONHSAG084535.1,NA,Testis_Normal,specific
NONHSAG084670.1,NA,Testis_Normal,specific
NONHSAG085084.1,NA,Testis_Normal,specific
NONHSAG085352.1,NA,Testis_Normal,specific
NONHSAG085415.1,NA,Testis_Normal,specific
NONHSAG085462.1,NA,Testis_Normal,specific
NONHSAG085751.1,NA,Testis_Normal,specific
NONHSAG085775.1,NA,Testis_Normal,specific
NONHSAG085811.1,NA,Testis_Normal,specific
NONHSAG085813.1,NA,Testis_Normal,specific
NONHSAG085864.1,NA,Testis_Normal,specific
NONHSAG088326.1,NA,Testis_Normal,specific
NONHSAG091338.1,NA,Testis_Normal,specific
NONHSAG093556.1,NA,Testis_Normal,specific
NONHSAG093812.1,NA,Testis_Normal,specific
NONHSAG094275.1,NA,Testis_Normal,specific
NONHSAG094494.1,NA,Testis_Normal,specific
NONHSAG096917.1,NA,Testis_Normal,specific
NONHSAG097072.1,NA,Testis_Normal,specific
NONHSAG097296.1,NA,Testis_Normal,specific
NONHSAG098813.1,NA,Testis_Normal,specific
NONHSAG099262.1,NA,Testis_Normal,specific
NONHSAG099409.1,NA,Testis_Normal,specific
NONHSAG099678.1,NA,Testis_Normal,specific
NONHSAG099723.1,NA,Testis_Normal,specific
NONHSAG099725.1,NA,Testis_Normal,specific
NONHSAG101186.1,NA,Testis_Normal,specific
NONHSAG101280.1,NA,Testis_Normal,specific
NONHSAG101285.1,NA,Testis_Normal,specific
NONHSAG101312.1,NA,Testis_Normal,specific
NONHSAG101668.1,NA,Testis_Normal,specific
NONHSAG102035.1,NA,Testis_Normal,specific
NONHSAG102234.2,NA,Testis_Normal,specific
NONHSAG102426.1,NA,Testis_Normal,specific
NONHSAG102427.1,NA,Testis_Normal,specific
NONHSAG105836.1,NA,Testis_Normal,specific
NONHSAG108085.1,NA,Testis_Normal,specific
NONHSAG108322.1,NA,Testis_Normal,specific
NONHSAG108996.1,NA,Testis_Normal,specific
NONHSAG109368.1,NA,Testis_Normal,specific
NONHSAG109625.1,NA,Testis_Normal,specific
NONHSAG110049.1,NA,Testis_Normal,specific
NONHSAG110259.1,NA,Testis_Normal,specific
NONHSAG111735.1,NA,Testis_Normal,specific
NONHSAG113896.1,NA,Testis_Normal,specific
NONHSAG114459.1,NA,Testis_Normal,specific
PCNA-AS1,NA,Testis_Normal,specific
ENSG00000173811.11,CCDC13-AS1,Testis_Normal,group_enriched
ENSG00000178803.12,ADORA2A-AS1,Testis_Normal,group_enriched
ENSG00000180458.2,AC022148.1,Testis_Normal,group_enriched
ENSG00000197099.8,AC068631.1,Testis_Normal,group_enriched
ENSG00000224079.1,AC091729.1,Testis_Normal,group_enriched
ENSG00000224122.2,POU6F2-AS1,Testis_Normal,group_enriched
ENSG00000224517.6,HTR2A-AS1,Testis_Normal,group_enriched
ENSG00000225243.5,AL021026.1,Testis_Normal,group_enriched
ENSG00000225299.1,AL139240.1,Testis_Normal,group_enriched
ENSG00000226235.1,LEMD1-AS1,Testis_Normal,group_enriched
ENSG00000227128.5,LBX1-AS1,Testis_Normal,group_enriched
ENSG00000227145.2,IL21-AS1,Testis_Normal,group_enriched
ENSG00000228554.1,AC004837.2,Testis_Normal,group_enriched
ENSG00000229188.2,AL050349.1,Testis_Normal,group_enriched
ENSG00000229205.5,LINC00200,Testis_Normal,group_enriched
ENSG00000229385.2,CTNNA2-AS1,Testis_Normal,group_enriched
ENSG00000229780.1,UBE2Q1-AS1,Testis_Normal,group_enriched
ENSG00000229967.1,MAGEA4-AS1,Testis_Normal,group_enriched
ENSG00000230314.7,ELOVL2-AS1,Testis_Normal,group_enriched
ENSG00000230442.5,ASB15-AS1,Testis_Normal,group_enriched
ENSG00000230703.1,MYOM3-AS1,Testis_Normal,group_enriched
ENSG00000230920.1,AL513422.1,Testis_Normal,group_enriched
ENSG00000231150.5,DNAH8-AS1,Testis_Normal,group_enriched
ENSG00000231216.1,GS1-600G8.3,Testis_Normal,group_enriched
ENSG00000231336.1,AC017006.1,Testis_Normal,group_enriched
ENSG00000231542.1,TAB3-AS1,Testis_Normal,group_enriched
ENSG00000231585.1,AC034228.1,Testis_Normal,group_enriched
ENSG00000232021.7,LEF1-AS1,Testis_Normal,group_enriched
ENSG00000232667.10,AC004862.1,Testis_Normal,group_enriched
ENSG00000232885.2,GPC5-AS2,Testis_Normal,group_enriched
ENSG00000232959.1,AL356475.1,Testis_Normal,group_enriched
ENSG00000233002.2,TBC1D26-AS1,Testis_Normal,group_enriched
ENSG00000233144.1,AL512656.1,Testis_Normal,group_enriched
ENSG00000233529.1,HCG21,Testis_Normal,group_enriched
ENSG00000233894.1,AC105271.1,Testis_Normal,group_enriched
ENSG00000234136.1,AC055764.1,Testis_Normal,group_enriched
ENSG00000234352.9,AC009264.1,Testis_Normal,group_enriched
ENSG00000236200.6,KDM4A-AS1,Testis_Normal,group_enriched
ENSG00000236495.2,AL158168.1,Testis_Normal,group_enriched
ENSG00000237798.1,AC010894.3,Testis_Normal,group_enriched
ENSG00000238019.1,AL360169.1,Testis_Normal,group_enriched
ENSG00000238133.6,MAP3K20-AS1,Testis_Normal,group_enriched
ENSG00000242207.1,HOXB-AS4,Testis_Normal,group_enriched
ENSG00000242522.1,KLHL6-AS1,Testis_Normal,group_enriched
ENSG00000245059.2,AC092718.1,Testis_Normal,group_enriched
ENSG00000249835.2,VCAN-AS1,Testis_Normal,group_enriched
ENSG00000250166.3,AC053513.1,Testis_Normal,group_enriched
ENSG00000250990.1,AC098851.1,Testis_Normal,group_enriched
ENSG00000253197.5,AC117834.1,Testis_Normal,group_enriched
ENSG00000253405.1,EVX1-AS,Testis_Normal,group_enriched
ENSG00000253939.1,AC007991.3,Testis_Normal,group_enriched
ENSG00000254552.1,XIRP2-AS1,Testis_Normal,group_enriched
ENSG00000254844.4,AP000757.2,Testis_Normal,group_enriched
ENSG00000254906.1,AC090707.1,Testis_Normal,group_enriched
ENSG00000254921.1,AC116456.1,Testis_Normal,group_enriched
ENSG00000255101.1,AC103843.1,Testis_Normal,group_enriched
ENSG00000255311.5,DLG2-AS2,Testis_Normal,group_enriched
ENSG00000256151.1,ADGRD1-AS1,Testis_Normal,group_enriched
ENSG00000256306.1,AC007527.1,Testis_Normal,group_enriched
ENSG00000256569.1,AC069234.3,Testis_Normal,group_enriched
ENSG00000256810.2,AC078925.1,Testis_Normal,group_enriched
ENSG00000257514.5,AC117505.1,Testis_Normal,group_enriched
ENSG00000257596.1,SCAT2,Testis_Normal,group_enriched
ENSG00000257636.6,G2E3-AS1,Testis_Normal,group_enriched
ENSG00000257700.1,AC055716.3,Testis_Normal,group_enriched
ENSG00000258428.5,AL161757.2,Testis_Normal,group_enriched
ENSG00000258459.1,AL356019.1,Testis_Normal,group_enriched
ENSG00000258573.6,AL163195.2,Testis_Normal,group_enriched
ENSG00000258763.5,AC122685.1,Testis_Normal,group_enriched
ENSG00000258766.1,DIO2-AS1,Testis_Normal,group_enriched
ENSG00000259296.1,AC020892.2,Testis_Normal,group_enriched
ENSG00000259536.5,AC091045.1,Testis_Normal,group_enriched
ENSG00000259595.1,AC025043.1,Testis_Normal,group_enriched
ENSG00000259717.1,LINC00677,Testis_Normal,group_enriched
ENSG00000259792.1,AC104758.1,Testis_Normal,group_enriched
ENSG00000260132.1,AL032819.1,Testis_Normal,group_enriched
ENSG00000260447.1,AC009065.3,Testis_Normal,group_enriched
ENSG00000260661.1,AC116903.2,Testis_Normal,group_enriched
ENSG00000261329.6,AC016597.1,Testis_Normal,group_enriched
ENSG00000261723.1,AC008870.4,Testis_Normal,group_enriched
ENSG00000263450.1,AC090371.1,Testis_Normal,group_enriched
ENSG00000264513.1,AC006270.1,Testis_Normal,group_enriched
ENSG00000265179.7,AP000894.2,Testis_Normal,group_enriched
ENSG00000265496.5,AC100778.3,Testis_Normal,group_enriched
ENSG00000266101.1,AC004408.1,Testis_Normal,group_enriched
ENSG00000266973.1,AC092296.1,Testis_Normal,group_enriched
ENSG00000267284.2,AC022031.2,Testis_Normal,group_enriched
ENSG00000267470.6,ZNF571-AS1,Testis_Normal,group_enriched
ENSG00000267476.1,AC104365.1,Testis_Normal,group_enriched
ENSG00000267577.1,AC010327.4,Testis_Normal,group_enriched
ENSG00000267934.1,AC010300.1,Testis_Normal,group_enriched
ENSG00000268055.1,AC067969.1,Testis_Normal,group_enriched
ENSG00000268191.1,AC010503.1,Testis_Normal,group_enriched
ENSG00000269068.1,AC009955.4,Testis_Normal,group_enriched
ENSG00000269321.1,AC011466.2,Testis_Normal,group_enriched
ENSG00000269445.1,AC067969.2,Testis_Normal,group_enriched
ENSG00000271806.1,AL590822.2,Testis_Normal,group_enriched
ENSG00000272396.1,AC005392.3,Testis_Normal,group_enriched
ENSG00000275371.1,AC012645.4,Testis_Normal,group_enriched
ENSG00000275431.1,AC244100.2,Testis_Normal,group_enriched
ENSG00000279128.1,AC078925.2,Testis_Normal,group_enriched
ENSG00000279993.1,AC078925.3,Testis_Normal,group_enriched
ENSG00000280002.1,AC078925.4,Testis_Normal,group_enriched
ENSG00000280620.1,SCAANT1,Testis_Normal,group_enriched
ENSG00000283849.1,AC092053.2,Testis_Normal,group_enriched
ENSG00000285919.1,AC087639.2,Testis_Normal,group_enriched
ENSG00000286028.1,AP002008.4,Testis_Normal,group_enriched
ENSG00000286459.1,AP006287.3,Testis_Normal,group_enriched
ENSG00000286742.1,AC000065.1,Testis_Normal,group_enriched
ENSG00000286755.1,AC135893.1,Testis_Normal,group_enriched
ENSG00000287201.1,AC009682.1,Testis_Normal,group_enriched
ENSG00000288271.1,AL136981.4,Testis_Normal,group_enriched
LOC101928045,NA,Testis_Normal,group_enriched
LOC101928163,NA,Testis_Normal,group_enriched
LOC101928234,NA,Testis_Normal,group_enriched
LOC101929388,NA,Testis_Normal,group_enriched
LOC102723490,NA,Testis_Normal,group_enriched
LOC102723704,NA,Testis_Normal,group_enriched
LOC105369517,NA,Testis_Normal,group_enriched
LOC105370634,NA,Testis_Normal,group_enriched
LOC105370928,NA,Testis_Normal,group_enriched
LOC105371093,NA,Testis_Normal,group_enriched
LOC105371619,NA,Testis_Normal,group_enriched
LOC105372036,NA,Testis_Normal,group_enriched
LOC105372395,NA,Testis_Normal,group_enriched
LOC105372717,NA,Testis_Normal,group_enriched
LOC105373717,NA,Testis_Normal,group_enriched
LOC105374076,NA,Testis_Normal,group_enriched
LOC105374260,NA,Testis_Normal,group_enriched
LOC105375059,NA,Testis_Normal,group_enriched
LOC105375411,NA,Testis_Normal,group_enriched
LOC105375716,NA,Testis_Normal,group_enriched
LOC105375739,NA,Testis_Normal,group_enriched
LOC105376611,NA,Testis_Normal,group_enriched
LOC105377855,NA,Testis_Normal,group_enriched
LOC105377984,NA,Testis_Normal,group_enriched
LOC105378748,NA,Testis_Normal,group_enriched
LOC105379641,NA,Testis_Normal,group_enriched
LOC107984839,NA,Testis_Normal,group_enriched
